Age,Gender,Employment_Type,City_Tier,Monthly_Income_INR,Existing_Loans,Existing_EMI_INR,Loan_Amount_INR,Loan_Tenure_Months,CIBIL_Score,Purpose,Risk
34,male,salaried,tier_2,28600,0,0,381000,12,705,home,bad
61,male,salaried,tier_1,118400,0,0,2535000,24,715,business,good
22,female,salaried,tier_1,42900,1,13000,193000,48,651,education,bad
34,male,salaried,tier_2,52100,1,13400,835000,36,738,education,good
39,male,business,tier_2,86900,4,1100,911000,36,626,personal,good
42,male,salaried,tier_1,84200,3,19800,897000,12,672,business,good
41,male,salaried,tier_1,47500,4,13600,592000,12,590,personal,bad
27,male,salaried,tier_2,37400,2,3500,581000,84,672,personal,good
30,male,salaried,tier_2,60800,1,13900,969000,84,673,car,good
25,female,self_employed,tier_2,57400,2,9900,508000,84,578,consumer_durable,good
46,female,salaried,tier_2,37300,4,2700,413000,120,621,personal,good
36,female,salaried,tier_3,47300,1,14900,390000,84,721,personal,good
45,male,business,tier_3,30900,3,2400,503000,12,681,home,bad
46,male,salaried,tier_1,92400,0,0,475000,84,672,personal,bad
51,female,salaried,tier_1,54500,4,13400,648000,24,612,car,bad
45,female,business,tier_1,97200,3,7500,2289000,84,656,education,good
49,male,self_employed,tier_1,62800,4,15600,1492000,60,593,personal,bad
46,female,self_employed,tier_1,97300,1,900,1350000,84,687,personal,good
49,female,business,tier_3,57100,3,4700,468000,120,611,car,bad
48,female,business,tier_1,76600,1,7700,1168000,60,690,business,good
34,female,salaried,tier_1,84200,2,26200,1116000,120,608,car,good
31,male,self_employed,tier_2,101600,1,32600,395000,48,669,personal,good
55,male,self_employed,tier_3,46600,0,0,1108000,120,596,home,good
36,male,salaried,tier_1,72700,2,12100,718000,12,714,car,good
45,male,business,tier_3,39200,2,13500,446000,48,641,business,bad
29,female,salaried,tier_3,33200,0,0,458000,84,719,home,good
39,male,business,tier_2,88800,1,2200,1908000,120,664,business,good
44,male,self_employed,tier_2,35200,0,0,696000,120,601,car,bad
48,female,salaried,tier_2,55100,3,8100,403000,36,730,personal,bad
44,female,salaried,tier_1,122800,1,13200,2216000,60,715,home,good
36,female,business,tier_2,73800,0,0,1577000,12,702,personal,bad
63,male,self_employed,tier_1,44400,2,11400,799000,12,628,business,bad
43,female,salaried,tier_2,117900,4,28500,698000,60,655,personal,good
56,male,salaried,tier_3,76400,4,9400,1094000,36,601,car,good
53,male,self_employed,tier_1,77200,4,19900,1591000,48,623,personal,good
45,male,salaried,tier_2,86000,0,0,611000,24,677,personal,good
60,female,self_employed,tier_1,59000,1,15900,844000,84,900,home,good
26,female,self_employed,tier_1,83500,4,3300,1425000,12,611,personal,bad
61,male,salaried,tier_2,47400,3,6700,775000,60,744,personal,bad
58,male,self_employed,tier_1,40300,2,5600,211000,60,647,personal,good
43,female,salaried,tier_3,102200,4,12600,902000,84,662,car,bad
53,female,business,tier_1,57800,0,0,844000,24,729,education,good
43,male,business,tier_3,58300,2,11400,430000,36,592,consumer_durable,good
32,female,salaried,tier_1,82100,2,11100,822000,48,637,personal,good
56,female,salaried,tier_1,88900,4,16700,1042000,36,704,personal,bad
31,female,salaried,tier_3,40000,2,9900,131000,84,656,consumer_durable,bad
34,female,unemployed,tier_2,11700,2,2800,161000,84,476,car,bad
43,female,salaried,tier_1,77900,4,20700,1861000,84,616,education,good
57,female,self_employed,tier_3,42600,1,12700,493000,48,620,personal,bad
37,male,business,tier_1,94400,0,0,827000,60,581,personal,good
42,male,salaried,tier_1,72500,2,4600,603000,24,603,consumer_durable,good
22,male,self_employed,tier_2,30200,3,8900,417000,24,599,personal,bad
26,female,salaried,tier_2,111300,2,12900,1400000,36,690,car,good
23,male,self_employed,tier_2,57900,3,13500,1222000,24,712,education,bad
24,female,salaried,tier_3,44400,1,15400,729000,84,674,home,good
59,male,unemployed,tier_2,9600,0,0,109000,24,518,consumer_durable,bad
58,male,salaried,tier_1,52300,3,4900,581000,120,679,home,good
57,male,salaried,tier_1,100300,4,6400,1453000,36,693,personal,good
23,male,business,tier_1,89400,3,30800,744000,84,645,education,bad
24,male,business,tier_2,87000,1,13000,1034000,12,678,home,good
33,male,self_employed,tier_1,40400,1,11100,363000,84,672,car,good
45,female,self_employed,tier_2,82500,2,1400,1141000,48,647,personal,good
35,male,salaried,tier_2,75400,2,4800,1092000,84,704,home,good
42,male,self_employed,tier_3,35000,1,800,727000,24,604,consumer_durable,bad
28,male,salaried,tier_1,87500,1,25000,724000,24,590,business,bad
53,male,salaried,tier_1,96200,1,3600,2116000,120,805,home,bad
34,male,business,tier_3,32900,2,10600,469000,60,627,business,bad
23,female,self_employed,tier_2,86400,1,20100,1578000,48,658,car,good
53,female,salaried,tier_2,65100,2,20700,1032000,60,566,home,bad
60,male,salaried,tier_2,43000,4,6200,878000,36,734,car,good
21,male,business,tier_3,35800,1,6600,606000,120,684,business,bad
40,male,salaried,tier_1,104900,0,0,339000,48,642,personal,good
57,male,salaried,tier_3,44400,4,7200,497000,12,647,car,bad
52,female,salaried,tier_1,87900,0,0,1996000,36,739,personal,bad
58,male,salaried,tier_3,41600,4,1500,519000,120,606,personal,bad
39,female,salaried,tier_1,52300,2,18000,1067000,48,698,personal,good
37,male,unemployed,tier_1,19400,2,0,412000,84,560,personal,bad
52,male,salaried,tier_1,69300,2,6500,692000,12,706,business,good
27,male,salaried,tier_3,40900,3,8800,859000,12,573,personal,bad
31,male,self_employed,tier_3,82700,3,14400,904000,24,561,home,good
47,female,self_employed,tier_1,87800,4,7400,310000,48,604,business,bad
50,male,self_employed,tier_1,89600,0,0,1575000,60,674,car,good
26,female,self_employed,tier_1,167900,0,0,3396000,12,646,personal,good
43,female,self_employed,tier_1,74100,1,14700,925000,120,646,personal,bad
37,male,self_employed,tier_3,37500,0,0,249000,60,588,car,good
43,male,self_employed,tier_1,51100,4,1000,814000,36,641,home,good
63,male,self_employed,tier_3,30700,0,0,568000,48,729,personal,bad
24,male,self_employed,tier_3,17600,0,0,295000,48,677,business,good
64,female,salaried,tier_1,97900,2,18200,1025000,84,725,business,good
40,male,self_employed,tier_2,30800,1,3200,331000,12,642,personal,bad
54,female,self_employed,tier_3,49400,1,300,718000,60,644,car,bad
39,female,salaried,tier_3,40600,3,13400,287000,48,612,car,bad
34,male,business,tier_2,73200,2,5400,1520000,84,699,personal,good
54,female,salaried,tier_1,73200,4,14700,377000,36,657,education,good
51,male,salaried,tier_1,120600,2,700,1594000,36,615,personal,good
27,female,business,tier_3,80200,4,2700,1688000,84,584,car,good
52,male,salaried,tier_1,73500,0,0,1038000,84,633,home,good
54,female,salaried,tier_2,40200,0,0,763000,84,741,personal,bad
38,female,salaried,tier_2,76000,1,14100,610000,120,699,personal,good
61,female,business,tier_2,49800,0,0,615000,12,674,personal,good
49,male,salaried,tier_1,43100,0,0,775000,60,681,car,good
35,female,self_employed,tier_1,77100,1,3100,1670000,60,674,business,good
21,male,self_employed,tier_3,55100,2,8300,909000,24,610,education,bad
50,female,self_employed,tier_1,56200,1,8400,455000,48,579,personal,good
30,male,business,tier_1,108900,1,8800,661000,120,697,personal,good
54,male,business,tier_3,45400,0,0,939000,12,647,education,bad
44,male,salaried,tier_2,70800,0,0,1036000,84,658,personal,good
41,male,unemployed,tier_2,17600,4,100,121000,36,543,personal,bad
28,male,salaried,tier_3,37600,0,0,496000,84,746,personal,bad
52,female,salaried,tier_2,38400,3,700,217000,48,654,personal,good
28,male,salaried,tier_3,24800,3,3400,129000,12,588,home,good
39,female,self_employed,tier_3,49800,1,7600,1112000,12,613,business,bad
57,male,salaried,tier_1,49900,1,7800,720000,84,696,car,good
61,female,self_employed,tier_1,73800,1,5000,607000,84,735,car,bad
64,female,salaried,tier_1,97500,3,17000,2097000,24,746,personal,good
63,male,salaried,tier_2,46100,0,0,1105000,60,748,car,good
45,female,salaried,tier_2,51900,4,18000,1119000,48,676,consumer_durable,bad
29,female,business,tier_2,99300,1,1600,1857000,12,632,education,bad
57,female,salaried,tier_3,31100,2,600,722000,60,658,car,bad
56,male,salaried,tier_2,40000,4,11500,286000,24,592,home,good
64,male,salaried,tier_3,38000,0,0,814000,36,756,home,good
49,female,salaried,tier_2,86000,4,5500,906000,12,692,home,good
27,male,self_employed,tier_2,84300,3,25800,310000,24,580,home,good
43,female,salaried,tier_1,71700,2,13400,264000,120,734,car,bad
40,male,salaried,tier_2,42900,0,0,298000,48,695,car,good
58,female,business,tier_2,101600,0,0,1968000,84,698,education,good
38,male,salaried,tier_1,41400,4,3800,904000,36,628,car,bad
35,male,salaried,tier_3,45000,2,4100,256000,12,726,home,bad
24,female,self_employed,tier_2,47300,3,12600,982000,60,622,home,good
57,female,self_employed,tier_1,101900,4,13800,1922000,24,619,home,bad
54,female,self_employed,tier_3,58700,2,11900,240000,12,657,car,bad
22,female,salaried,tier_1,53400,1,17400,980000,48,620,home,good
40,male,salaried,tier_2,58300,1,20100,222000,36,594,car,good
42,male,salaried,tier_2,45000,3,2000,383000,12,637,consumer_durable,bad
41,male,salaried,tier_1,67000,3,13000,948000,60,651,car,bad
61,male,salaried,tier_2,68300,1,16700,1509000,48,744,home,bad
27,male,unemployed,tier_1,14400,2,3900,75000,120,494,personal,bad
34,female,self_employed,tier_1,69400,2,22300,716000,12,608,education,bad
28,male,salaried,tier_2,76900,0,0,1162000,48,566,home,good
31,male,salaried,tier_1,126200,2,30500,2340000,84,690,personal,bad
60,male,self_employed,tier_3,39800,3,800,884000,36,652,personal,bad
62,male,salaried,tier_1,77400,4,14800,994000,24,704,consumer_durable,good
22,male,salaried,tier_1,50400,1,10600,1041000,120,674,consumer_durable,bad
48,female,salaried,tier_3,71900,1,17500,1147000,36,756,personal,good
31,male,self_employed,tier_2,57100,4,11700,416000,120,565,personal,bad
29,male,self_employed,tier_2,50300,4,7200,763000,84,586,education,good
33,female,salaried,tier_2,56700,4,9700,544000,60,643,business,bad
29,male,salaried,tier_3,46800,1,15800,832000,84,711,personal,bad
42,female,self_employed,tier_1,84900,1,9800,762000,48,676,car,good
64,male,self_employed,tier_1,88700,3,24400,756000,60,669,home,good
46,male,self_employed,tier_3,63300,1,13500,1447000,24,674,personal,good
52,male,salaried,tier_1,80800,3,12600,1784000,12,665,personal,bad
42,female,self_employed,tier_2,88700,1,12900,1108000,60,698,business,good
21,female,business,tier_2,101400,1,19100,1934000,84,557,home,bad
24,male,self_employed,tier_2,47000,4,13200,1110000,84,553,business,bad
32,male,salaried,tier_3,23000,1,1000,112000,84,757,home,good
31,female,self_employed,tier_3,37100,0,0,584000,120,632,personal,bad
57,female,salaried,tier_1,128100,3,34700,1066000,60,676,education,bad
58,male,salaried,tier_2,41900,1,5100,830000,24,779,car,bad
58,female,salaried,tier_2,56600,3,200,290000,24,675,education,good
49,female,business,tier_1,100100,3,3700,1958000,24,592,car,good
45,female,salaried,tier_3,57400,0,0,414000,120,773,home,good
49,male,business,tier_2,61100,0,0,768000,120,671,business,good
38,male,salaried,tier_1,54800,4,2000,1101000,84,628,car,bad
50,female,salaried,tier_3,50400,0,0,223000,120,636,personal,good
55,male,salaried,tier_3,31800,1,7300,715000,36,707,personal,bad
54,male,self_employed,tier_1,34100,3,9800,258000,84,666,home,bad
48,male,salaried,tier_3,78600,0,0,1062000,24,703,business,good
23,male,salaried,tier_1,102700,2,22300,1892000,12,599,personal,bad
52,female,salaried,tier_1,143500,0,0,803000,60,706,personal,good
37,male,salaried,tier_1,100800,2,9200,1591000,60,646,business,good
53,female,salaried,tier_3,52300,3,12700,723000,60,663,personal,good
44,male,salaried,tier_1,84500,1,26600,1293000,48,676,consumer_durable,good
59,male,salaried,tier_1,69600,1,22800,1177000,60,793,home,bad
35,male,unemployed,tier_2,14400,2,2200,170000,36,524,home,bad
61,female,salaried,tier_2,45300,3,13600,420000,36,606,personal,bad
58,male,salaried,tier_1,51100,2,9000,351000,24,702,car,good
35,male,salaried,tier_1,66100,3,6000,1502000,36,651,personal,bad
42,female,salaried,tier_3,64800,2,5700,741000,36,733,education,good
44,male,self_employed,tier_2,31200,0,0,279000,24,671,car,good
54,male,salaried,tier_3,26900,4,2400,110000,48,649,business,bad
51,male,salaried,tier_1,91300,3,1000,1714000,36,756,home,bad
58,female,self_employed,tier_2,41500,0,0,584000,24,646,home,good
37,male,salaried,tier_3,48900,1,14500,343000,120,727,personal,good
43,male,business,tier_1,133600,2,41300,2907000,48,643,personal,bad
39,male,unemployed,tier_1,19000,0,0,430000,12,529,business,bad
61,male,salaried,tier_1,59500,4,11500,1279000,12,637,car,bad
34,male,salaried,tier_1,116300,0,0,1719000,12,767,business,bad
46,male,salaried,tier_1,96300,1,16800,1044000,36,723,personal,bad
26,male,salaried,tier_3,41600,1,6700,266000,24,705,business,good
58,male,salaried,tier_2,54600,4,9100,596000,120,702,home,good
37,female,self_employed,tier_2,54700,1,4900,867000,48,667,car,good
35,male,salaried,tier_1,66600,2,14300,517000,84,623,personal,bad
46,male,salaried,tier_2,31100,3,4900,396000,24,595,personal,good
42,female,salaried,tier_2,71500,0,0,1075000,12,784,home,bad
58,female,unemployed,tier_3,11500,0,0,211000,36,584,personal,good
44,female,business,tier_2,31300,0,0,154000,60,681,personal,bad
43,male,salaried,tier_3,49300,0,0,1046000,84,798,car,good
25,male,self_employed,tier_1,119800,1,9000,1507000,24,589,personal,good
21,male,salaried,tier_2,37100,4,12900,565000,36,504,car,bad
38,male,self_employed,tier_3,35100,4,6900,798000,48,517,business,bad
64,male,self_employed,tier_2,45000,2,5700,294000,36,642,personal,good
61,male,business,tier_2,125200,4,28200,2701000,36,631,personal,good
48,male,salaried,tier_3,61100,0,0,1215000,120,785,consumer_durable,good
48,male,salaried,tier_3,30300,2,2200,723000,120,724,personal,good
38,male,unemployed,tier_1,18300,2,2500,206000,36,399,car,bad
28,male,salaried,tier_1,166200,0,0,941000,12,824,personal,good
21,female,salaried,tier_2,44200,2,9900,146000,36,636,consumer_durable,good
35,female,self_employed,tier_3,35900,2,10300,705000,120,686,home,bad
34,male,self_employed,tier_2,57500,3,5300,337000,120,636,personal,bad
29,male,self_employed,tier_1,52300,2,11400,493000,60,624,home,good
32,male,self_employed,tier_2,89000,2,22100,2112000,60,617,business,bad
22,male,self_employed,tier_1,54900,1,7100,674000,36,583,personal,bad
47,female,salaried,tier_1,45700,2,7800,359000,48,627,consumer_durable,good
61,male,self_employed,tier_1,53900,0,0,1014000,120,691,personal,good
51,male,self_employed,tier_1,81400,2,10600,708000,24,588,home,bad
40,male,business,tier_2,52900,1,8300,749000,36,729,personal,good
39,male,salaried,tier_1,82500,1,8500,520000,120,698,business,good
34,male,salaried,tier_1,90400,1,15500,1146000,60,782,car,bad
27,male,self_employed,tier_2,31400,4,8300,166000,12,566,home,bad
47,female,salaried,tier_1,61000,3,8400,1173000,84,641,personal,good
45,male,salaried,tier_1,83900,4,27800,895000,12,673,personal,bad
21,male,business,tier_1,120800,1,9200,1171000,36,620,home,good
39,male,salaried,tier_1,61500,1,9700,1468000,120,737,car,good
33,male,salaried,tier_2,58000,0,0,1185000,12,769,car,good
28,male,salaried,tier_1,67200,3,12800,983000,24,694,personal,bad
51,male,salaried,tier_1,95800,0,0,2187000,120,787,education,good
44,female,self_employed,tier_1,77700,4,8800,578000,60,642,education,good
48,male,salaried,tier_1,65200,3,8600,981000,24,644,business,bad
52,male,salaried,tier_1,87800,2,18300,1976000,36,742,car,good
64,male,salaried,tier_1,64300,3,13400,962000,120,719,personal,good
56,male,salaried,tier_1,87100,4,24000,825000,60,632,car,bad
48,male,salaried,tier_1,87600,0,0,1756000,36,700,education,good
59,female,salaried,tier_3,94600,3,400,560000,24,677,personal,bad
42,male,salaried,tier_1,66000,4,17700,409000,36,693,personal,bad
64,male,salaried,tier_1,70700,2,17800,1298000,36,711,consumer_durable,good
54,female,salaried,tier_2,43900,3,9000,196000,48,675,car,bad
49,male,salaried,tier_1,51700,2,5700,210000,12,680,home,good
60,male,salaried,tier_3,35200,0,0,386000,48,721,education,good
43,male,salaried,tier_1,93700,4,24200,1064000,24,592,personal,good
52,female,salaried,tier_2,71200,1,6400,916000,120,745,car,good
33,male,salaried,tier_3,45700,1,4900,848000,24,641,business,bad
63,female,salaried,tier_1,66900,4,16600,1000000,24,671,personal,bad
48,female,self_employed,tier_1,54500,0,0,980000,36,664,education,good
55,female,salaried,tier_2,39900,2,6900,162000,60,729,education,good
41,female,self_employed,tier_3,29600,2,9100,285000,84,623,home,bad
59,female,self_employed,tier_1,41200,1,5500,960000,36,632,personal,bad
24,female,salaried,tier_2,88500,3,12200,1061000,60,684,personal,good
26,female,salaried,tier_1,141200,2,33900,1083000,12,623,business,good
43,female,salaried,tier_2,27900,1,500,665000,24,705,personal,bad
53,female,salaried,tier_1,82200,1,4000,957000,36,768,home,good
56,female,salaried,tier_2,60500,1,15400,790000,60,681,home,bad
40,male,salaried,tier_1,79900,3,6800,615000,48,654,home,good
49,female,business,tier_2,56900,2,3500,955000,48,628,consumer_durable,good
45,male,salaried,tier_1,106200,3,3300,781000,60,671,personal,good
63,female,self_employed,tier_2,55400,3,4400,876000,24,643,business,good
49,male,self_employed,tier_2,68900,4,6000,1303000,24,653,business,bad
39,female,salaried,tier_3,31900,4,3800,533000,60,612,home,bad
63,female,business,tier_3,32400,3,10600,159000,120,704,personal,good
25,female,unemployed,tier_2,14000,1,3200,65000,12,589,personal,bad
64,male,salaried,tier_2,39300,3,9500,813000,36,699,car,good
27,female,salaried,tier_1,107400,4,5000,2362000,120,590,education,good
33,female,salaried,tier_3,19600,1,1300,115000,84,685,personal,good
57,female,salaried,tier_2,46700,2,14700,508000,24,692,business,good
53,female,salaried,tier_2,44300,4,9800,741000,12,736,home,bad
63,male,salaried,tier_2,49000,2,13900,1007000,48,700,business,good
53,male,salaried,tier_3,45200,0,0,998000,60,791,consumer_durable,good
49,male,self_employed,tier_3,41400,1,8400,732000,24,671,consumer_durable,bad
36,female,salaried,tier_3,51600,1,9100,315000,36,692,home,bad
21,male,salaried,tier_2,71600,2,5100,1370000,60,638,car,good
26,female,salaried,tier_1,69900,4,20200,1471000,48,612,personal,bad
34,female,self_employed,tier_3,75300,4,8800,781000,24,634,car,good
22,male,self_employed,tier_2,78000,4,12700,1043000,84,546,home,bad
43,male,salaried,tier_2,49300,3,2300,320000,120,706,personal,good
55,male,self_employed,tier_2,45800,2,10200,430000,84,720,home,bad
63,female,salaried,tier_2,48900,3,13500,1040000,120,660,education,good
42,male,self_employed,tier_2,54500,2,7800,265000,36,694,consumer_durable,bad
59,male,self_employed,tier_2,34200,0,0,650000,12,743,education,bad
64,female,salaried,tier_3,31300,0,0,158000,84,781,business,good
58,male,self_employed,tier_3,16900,2,5200,155000,48,630,education,bad
41,female,business,tier_2,60900,3,15400,928000,36,615,car,bad
35,male,self_employed,tier_1,94100,1,30500,289000,24,643,home,bad
64,male,salaried,tier_2,52100,0,0,895000,12,836,car,bad
31,male,self_employed,tier_2,46400,0,0,447000,24,662,car,good
39,male,salaried,tier_2,60600,1,8800,1134000,60,685,business,good
24,male,self_employed,tier_3,25300,4,7300,594000,24,530,business,bad
55,female,business,tier_1,95300,2,28000,1119000,120,611,home,bad
49,male,salaried,tier_1,101400,4,20900,368000,48,621,home,bad
24,male,salaried,tier_3,45900,4,11300,956000,12,638,personal,bad
30,male,salaried,tier_3,58100,4,9400,509000,60,565,education,bad
45,male,salaried,tier_2,85600,4,6500,524000,60,617,car,good
44,female,salaried,tier_1,93600,1,1600,2009000,24,616,car,bad
56,male,salaried,tier_2,42800,4,9800,337000,84,723,car,good
32,female,self_employed,tier_2,42600,4,10000,669000,84,596,personal,bad
61,male,salaried,tier_2,108100,3,25200,901000,60,698,home,bad
40,male,salaried,tier_1,82900,0,0,1489000,12,664,personal,bad
57,male,self_employed,tier_1,69000,1,8300,1147000,48,727,car,good
31,male,salaried,tier_2,40700,3,3400,557000,120,716,education,good
22,female,salaried,tier_2,53300,0,0,781000,24,694,personal,good
23,male,self_employed,tier_2,61700,4,3200,480000,120,559,car,bad
37,male,unemployed,tier_1,16300,2,3600,56000,24,538,business,bad
62,female,self_employed,tier_1,54000,0,0,1070000,60,732,personal,bad
23,female,salaried,tier_1,67100,1,21300,1454000,36,714,business,bad
37,female,salaried,tier_3,62600,1,1800,1210000,12,721,education,bad
25,female,unemployed,tier_1,20500,3,5800,366000,60,524,education,bad
61,female,self_employed,tier_2,57900,3,12100,748000,48,613,car,good
50,female,self_employed,tier_2,56000,1,5900,855000,36,708,personal,good
54,female,self_employed,tier_3,23800,3,6000,417000,24,615,personal,good
52,male,salaried,tier_1,81700,4,28300,290000,48,542,education,bad
49,female,salaried,tier_2,79900,1,10600,951000,12,685,home,good
55,male,self_employed,tier_3,32900,1,7200,254000,60,648,car,bad
21,female,business,tier_1,133000,0,0,1417000,12,661,home,bad
59,female,salaried,tier_2,66600,1,4800,1248000,24,755,car,good
53,male,self_employed,tier_1,86600,1,4500,921000,48,679,personal,good
53,female,salaried,tier_3,42000,3,500,778000,84,765,consumer_durable,good
38,female,unemployed,tier_2,16400,0,0,384000,36,527,home,bad
56,male,salaried,tier_1,44500,2,2300,996000,60,607,home,bad
37,male,self_employed,tier_3,36400,3,8600,742000,120,628,car,bad
23,female,salaried,tier_2,70600,1,21500,1476000,60,650,home,good
60,female,self_employed,tier_2,53200,0,0,600000,84,648,personal,bad
31,male,self_employed,tier_1,95100,3,10000,1746000,48,595,home,good
25,male,salaried,tier_1,70300,2,3100,1196000,24,624,consumer_durable,good
48,female,business,tier_2,57800,2,9000,1366000,36,616,business,bad
31,male,business,tier_2,39400,4,2500,594000,36,659,education,bad
58,male,business,tier_3,47700,0,0,574000,48,700,consumer_durable,bad
40,male,salaried,tier_1,89000,0,0,1832000,24,701,personal,good
21,male,self_employed,tier_2,62600,2,14100,1173000,84,686,consumer_durable,bad
62,male,self_employed,tier_1,39700,2,3000,223000,24,650,car,good
43,female,self_employed,tier_2,72400,4,5800,1124000,60,549,consumer_durable,good
32,female,salaried,tier_1,52800,3,16000,815000,48,590,home,good
50,female,self_employed,tier_1,62100,1,20500,1010000,84,663,car,good
44,male,salaried,tier_1,60800,4,13700,1385000,24,572,consumer_durable,bad
22,male,salaried,tier_2,63600,2,12400,995000,24,602,car,good
54,male,salaried,tier_1,76700,4,17700,1631000,24,640,car,bad
38,male,salaried,tier_3,52300,1,2400,551000,84,743,home,good
51,male,salaried,tier_1,141600,3,44500,595000,24,730,home,good
60,male,salaried,tier_2,63200,2,4600,688000,36,730,car,bad
47,male,self_employed,tier_2,39200,2,9200,556000,12,645,education,bad
50,male,salaried,tier_1,87300,4,6800,1790000,24,627,personal,bad
32,female,salaried,tier_1,146700,0,0,2387000,84,721,business,good
31,female,self_employed,tier_1,81500,1,21500,1001000,12,724,home,bad
39,female,business,tier_2,97500,0,0,1238000,120,678,business,good
58,female,business,tier_3,30100,4,4500,720000,84,602,personal,bad
44,male,business,tier_1,108200,4,23000,646000,120,599,personal,good
36,male,unemployed,tier_2,10900,4,2300,80000,60,464,personal,bad
55,male,self_employed,tier_2,37800,1,9500,610000,60,697,business,good
58,male,unemployed,tier_2,11900,1,2100,211000,84,522,home,bad
60,male,business,tier_2,72700,2,12900,821000,60,679,personal,good
34,male,salaried,tier_3,33200,3,8000,122000,48,677,business,bad
52,male,business,tier_2,74800,3,4500,1044000,36,649,personal,good
46,male,self_employed,tier_3,33900,4,7700,204000,120,559,home,good
40,female,self_employed,tier_1,82900,3,4300,346000,36,612,personal,bad
38,female,business,tier_3,56900,4,14400,583000,48,575,personal,bad
26,female,salaried,tier_3,47100,1,6400,275000,12,675,car,bad
33,female,salaried,tier_3,58100,3,17100,710000,60,620,personal,bad
45,male,self_employed,tier_1,78700,2,2400,1495000,12,699,business,bad
60,male,self_employed,tier_3,35900,0,0,143000,12,705,personal,good
59,female,business,tier_1,45500,4,2700,614000,36,551,home,bad
29,male,business,tier_2,83800,0,0,1126000,60,600,personal,good
50,male,self_employed,tier_1,47100,4,2100,143000,84,667,personal,good
24,male,unemployed,tier_2,11600,1,2000,215000,60,507,education,bad
50,female,salaried,tier_2,62600,1,2300,306000,60,689,personal,good
36,female,unemployed,tier_1,25800,3,7200,582000,24,545,education,bad
40,male,salaried,tier_1,141500,2,14000,2324000,12,670,business,bad
52,female,self_employed,tier_1,46900,1,9800,424000,12,615,personal,bad
39,male,salaried,tier_2,34700,4,2100,778000,12,589,business,bad
56,male,self_employed,tier_3,40300,3,5000,460000,36,666,personal,good
44,male,salaried,tier_2,59900,3,2400,507000,84,755,home,good
64,male,salaried,tier_3,27100,3,5200,300000,12,725,personal,bad
49,female,self_employed,tier_3,35800,4,0,567000,36,594,home,bad
34,male,self_employed,tier_1,79900,0,0,1454000,60,655,personal,bad
55,female,salaried,tier_2,35800,2,5200,605000,12,697,home,bad
38,male,self_employed,tier_2,33900,4,7500,758000,48,508,personal,bad
44,female,salaried,tier_1,59300,4,6000,1369000,36,647,personal,bad
27,female,salaried,tier_2,51100,0,0,365000,120,723,education,good
26,female,salaried,tier_2,70100,1,20800,1554000,48,758,education,good
46,male,self_employed,tier_2,42800,1,11400,224000,48,711,home,good
29,female,self_employed,tier_2,48900,2,11000,1129000,84,710,car,good
64,male,self_employed,tier_1,142200,4,37400,1201000,84,705,education,good
58,female,business,tier_3,37600,2,2300,323000,48,721,business,bad
51,female,self_employed,tier_1,51600,0,0,612000,60,687,business,good
53,male,self_employed,tier_3,45600,2,7300,311000,36,668,consumer_durable,good
47,male,unemployed,tier_1,22900,1,7000,467000,60,468,home,bad
23,male,salaried,tier_2,63600,3,16400,357000,36,644,car,bad
38,male,salaried,tier_2,103600,4,10400,1267000,36,664,education,good
42,male,salaried,tier_1,83000,3,16500,1830000,84,648,personal,bad
61,male,self_employed,tier_1,32400,4,11000,530000,36,557,personal,bad
30,male,salaried,tier_1,76800,2,1000,1210000,48,736,personal,good
42,male,salaried,tier_2,45000,4,6700,1075000,12,661,education,bad
36,female,business,tier_3,85200,4,18500,296000,36,673,personal,bad
26,male,unemployed,tier_1,22700,0,0,221000,60,569,consumer_durable,good
25,female,salaried,tier_2,31500,3,3500,177000,48,702,car,good
37,male,salaried,tier_3,66200,1,17300,455000,36,744,business,good
24,male,salaried,tier_2,76400,0,0,576000,12,663,personal,bad
23,male,salaried,tier_3,36800,1,6900,595000,48,651,home,bad
36,female,business,tier_2,68100,0,0,593000,36,649,consumer_durable,bad
29,male,self_employed,tier_2,78100,0,0,1324000,120,616,business,bad
45,female,salaried,tier_1,37200,0,0,688000,12,798,personal,bad
21,male,salaried,tier_1,86800,4,2700,993000,60,620,home,bad
34,male,salaried,tier_2,80600,2,12300,1150000,36,690,home,good
40,male,salaried,tier_3,40000,0,0,231000,24,653,personal,good
63,female,salaried,tier_1,93100,1,6500,1751000,60,759,home,bad
48,male,self_employed,tier_3,37300,3,5900,440000,48,610,home,bad
59,male,salaried,tier_1,56400,3,13500,1158000,12,738,education,bad
36,male,business,tier_2,52700,0,0,740000,60,637,home,bad
40,male,salaried,tier_3,52900,0,0,933000,24,773,personal,bad
39,male,self_employed,tier_3,28800,2,6100,303000,84,678,personal,good
60,female,salaried,tier_2,32300,4,11200,349000,24,644,home,bad
63,male,salaried,tier_1,77500,0,0,943000,84,804,personal,good
63,male,business,tier_1,79000,4,25100,1292000,36,680,home,bad
54,female,self_employed,tier_1,42600,0,0,581000,36,712,home,good
43,male,salaried,tier_3,42300,2,12700,841000,12,636,education,bad
44,male,salaried,tier_1,97100,1,3200,403000,120,736,education,good
64,female,self_employed,tier_2,48300,2,8900,1058000,48,669,car,good
33,female,business,tier_1,65100,4,8700,1461000,24,595,personal,bad
36,female,self_employed,tier_2,56800,1,1900,462000,12,653,education,bad
60,male,salaried,tier_1,106700,3,21100,546000,24,681,personal,good
